Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
NOUVELLE D'EXPANSION COMMERCIALE DE PRODUITS MANUFACTURES (HOMAN MAROC), marchand effectuant importation exportation, 138 Bd Rahal El Meskini,Casablanca,33.587805 : -7.61349, 46735,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
AGADIR (STE DE PROMOTION ET DE CONSTRUCTION) (SOPRADIR), entrepreneur de travaux divers ou construction, N7 Rue Moulay Rachid,Rabat,34.02706 : -6.839225, 24418,Tribunal de Rabat,,Societe Anonyme, 12 000 
SALIMATEX," fabrication linger, vendant en gros (couvertures et draps)"," Km 3,500 Route Bouchou",Sale,34.053059 : -6.79118, 551,Tribunal de Sale,,Societe a Responsabilite Limitee, 20 000 
SAVINA (STE) (SAVINA), vente de bonneterie et pret a porter, 159 Bd Du 11 Janvier,Casablanca,33.589925 : -7.614025, 40009,Tribunal de Casablanca,,Societe Anonyme, 10 000 
NADIR D'IMPORT EXPORT (STE), revente de toutes fournitures de bureau, 40 Rue Omar Ben El Khattab,Tanger-Assilah,35.777205 : -5.806306, 5485,Tribunal de Tanger,,Societe Anonyme, 50 000 
CLINTEL, vente et reparation de tous ce qui concerne la telecommunication, Bd Allal Ben Abdellah Imm 9 Appt 6,Taza (M),34.218955 : -4.005079, 437,Tribunal de Taza,,Societe a Responsabilite Limitee, 100 000 
SANIMARBRE (STE) (SANIMARBRE)," etude, fabrication, commercialisation en tous pays de tous materiels, appareillages, derives, complements, pieces, ensembles concernant...", 10 Rue De Karatchi,Casablanca,33.595205 : -7.604025, 36305,Tribunal de Casablanca,,Societe Anonyme, 2 500 000 
MOUBARIK CARPET MOROCCO," fabricant de tapis, marchand effectuant import et export (tapis artisanaux)", Avenue Mohamed V N522,Kenitra,34.279352 : -6.544314, 25337,Tribunal de Kenitra, 001790667000089,Societe Anonyme, 200 000 
PATRIMOINE (LE), assurances sur la vie a primes fixes, Bd Foche,Oujda-Angad,34.692498 : -1.912651, 1303,Tribunal de Oujda,,Societe Anonyme, 160 000 
RECHERCE DE BASE EN BATIMENT ET GENIE CIVIL (INSTITUT POUR) (IBC MAROC), recherche de base en matiere de batiment genie civil etc... etude technique juridique et financiere participation dans toute societe etc..., 69 Rue Du Prince Moulay Abdallah,Casablanca,33.58904 : -7.61859, 38351,Tribunal de Casablanca,,Societe Anonyme, 100 000 
TECHNOS CONSULTING MAROC," la formation continue au profit des organismes public et l'ingenierie de formation , enseignement prive, formation professionnelle, consiel et ingenierie au profit des entreprises pour le developpement des cometence et leur mise en niveau , representatiuon ; vente et developpement de solution inform"," 159, Bd Yacoub El Mansour Entree A 6eme Etage Appt. Ndeg22 Maarif",El Maarif (AR),33.5771 : -7.63885, 155853,Tribunal de Casablanca, 001540692000057,Societe a Responsabilite Limitee a Associe Unique, 100 000 
TRANSMAT," maintenance et transport marchandises, tout materiel industriel et de construction", 5 Rue Dris El Jay,Casablanca,33.59805 : -7.62451, 88857,Tribunal de Casablanca, 000514034000036,Societe a Responsabilite Limitee, 100 000 
"LOREEN ""A"" VENTURES", organisation d'excursions et tournees touristiques, Bloc 4 N 288 Bensergao,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 12841,Tribunal de Agadir, 001461511000064,Societe a Responsabilite Limitee a Associe Unique, 20 000 
MO INFO," md de machines de bureau (materiel informatique), entrepreneur de la gestion d'exploitation de services (services informatiques, sites web, maintenance)", Hay Igoudar,Marrakech,31.633333 : -8, 25557,Tribunal de Marrakech, 000071009000059,Societe a Responsabilite Limitee, 10 000 
GRIMAT (STE) (GRIMAT)," extraction, transformation, commercialisation et exportation de marbre et granit", Av Mohamed V N12,El Kelaa Des Sraghna,32.05038 : -7.4078, 59,Tribunal de Benguerir,,Societe a Responsabilite Limitee, 1 000 000 
CASALIS (CASALIS)," affreteur de navires, consignataire de navires, commissionnaire de transports", 1 Sahat Al Istiqlal,Casablanca,33.59616 : -7.603495, 63935,Tribunal de Casablanca, 000084504000026,Societe a Responsabilite Limitee, 100 000 
STE UNION SYSTEMES ALUMINIUM ET BOIS (USALB), menuiserie aluminium et bois travaux de construction, Loti Operation Lissasfa,Casablanca,33.52874 : -7.67861, 140775,Tribunal de Casablanca, 001541534000021,Societe a Responsabilite Limitee, 100 000 
SALE (BOUCHONNERIES DU), bouchrons bouchons, Route De L'ancienne Gare,Sale,34.033333 : -6.8, 9568,Tribunal de Rabat,,Societe Anonyme, 100 000 
DORAIT CUIR, marchand effectuant import-export, N12bis Rue El Mokhallad El Aakili Ex Rue Auxerre Bourgogne,Casablanca,33.59891 : -7.64137, 52251,Tribunal de Casablanca,,Societe Anonyme, 10 000 
ORANGE CALL, centre d'appel importateur exportateur, N 408 Bd Zerktouni Res Istikrar 1er Etage,Casablanca,33.59991 : -7.63886, 150845,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
BEHAR ET CIE (STE), cereales, 176 Av Du Generale Drude,Casablanca,33.58694440000001 : -7.6111111000000164, 1427,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
POUR LA DIFFUSION DE LA MAROQUINERIE AU MAROC (STE) (SODI MAROC), commerce general maroquinerie, 4 Rue Du Commandant Cottenest,Casablanca,33.596457 : -7.615478, 15215,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
TRAVAUX PUBLICS ET PARTICULIERS THIERS CARDOSO ET GALLIEN, travaux publics et particuliers et activites s'y rapportant, 46 Rue De L'esterel,Casablanca,33.581256 : -7.635293, 27423,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
LA MAISON IMPERIALE, fabricant et marchand de meubles (divers articles d'artisanat) ; marchand commissionnaire effectuant l'importation et l'exportation entrepreneur de travaux divers ou construction," Km 0.5 Douar Coucou Ndeg412 Route D'ourika,",Tassoultante,31.578765 : -7.982181, 25767,Tribunal de Marrakech,,Societe a Responsabilite Limitee a Associe Unique, 40 000 
STE DE CONSTRUCTION RTATE, la promotion immobiliere, Av Des Far Kaissariat Al Mouahidine N79,Tetouan,35.57512 : -5.35962, 5995,Tribunal de Tetouan, 001454156000090,Societe a Responsabilite Limitee, 100 000 
COURNEUVE (STE IMMOBILIERE DE LA), operations immobilieres du caractere speculatif, 243 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 8483,Tribunal de Casablanca,,Societe Anonyme, 200 000 
CITY GIRL (STE)," confection, sous traitance, achat, vente commercialisation, distribution, conception des modeles et dessins de tous produits...", 10 Angle Abou Hassan Chadli Et La Paix,Tanger-Assilah,35.768486 : -5.809275, 13899,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
STE FALAH AVICOLE, l'aviculture (elevage de lapins de chair) et tout autre elevage, Km 13 Harbile Syba,Marrakech,31.614215 : -7.969822, 14555,Tribunal de Marrakech, 001457544000085,Societe en Nom Collectif, 10 000 
AGADIR (LA COOPERATIVE DES TRANSPORTS REGIONAUX) (CTRA), transport de marchandises, Imm Oudmine Rue C Qi,Agadir-Ida Ou Tanane,30.412549 : -9.58238, 1999,Tribunal de Agadir,,Societe a Responsabilite Limitee, 33 500 
THE POWERFUL GROUP, import export, 16 Rue Foucould N9 4e Etage,Casablanca,33.59673 : -7.61523, 93713,Tribunal de Casablanca, 000000332000057,Societe a Responsabilite Limitee, 100 000 
AMINE SERVICE, entrepreneur de nettoyage, Lot Al Mansour N 570 D'agourai,Meknes,33.894082 : -5.544582, 22301,Tribunal de Meknes, 000225937000031,Societe en Nom Collectif, 10 000 
ARABE D'ETUDES ET DE TRAVAUX (STE) (SARET)," construction, equipement et grands travaux", Colomina Marche Central,Laayoune,27.158503 : -13.207882, 121,Tribunal de Laayoune,,Societe Anonyme, 10 000 
IFOMAR (IFOMAR), marchand effectuant import-export, 30 Rue Sidi Belyout,Casablanca,33.58694440000001 : -7.6111111000000164, 37715,Tribunal de Casablanca,,Societe Anonyme, 200 000 
DYNAMIC DIFFUSION (STE), negoce en tous genre, Plage Petit Val D'or Or Villa N2,Skhirate- Temara,33.929956 : -6.91434, 43877,Tribunal de Rabat,,Societe a Responsabilite Limitee, 500 000 
GROUPE SCOLAIRE VERDUN PRIVE FKIH MOHAMED DERBANI, la societe a pour objet au maroc et a l'etranger ecole maternelle et primaire, 15 Rue Abdellah Mahassibi,Casablanca,33.596903 : -7.625882, 167625,Tribunal de Casablanca, 001443971000090,Societe a Responsabilite Limitee, 2 300 000 
SIDI BOUKNADEL PLASTIQUE, exploitant un etablissement pour la preparation de matiere plastiques," B93, Zi De Tassila Ii Agadir",Agadir-Ida Ou Tanane,30.427755 : -9.598107, 4369,Tribunal de Agadir,,Societe a Responsabilite Limitee, 2 000 000 
FARAJI (GARAGE)," marchand des machines agricoles, marchand de voitures automobiles", Angle Bd D'ahfir Et Rue Abi Tamam,Oujda-Angad,34.684942 : -1.914259, 14227,Tribunal de Oujda,,Societe a Responsabilite Limitee, 100 000 
MAROCAINE D'ARBORICULTURES ET D'ELEVAGE (COMPAGNIE), arboriculture et elevage, N15 Et 17 Trik Koutoubia,Marrakech,31.633333 : -8, 1001,Tribunal de Marrakech,,Societe Anonyme, 6 000 000 
ETMACO (ETMACO), confection et fabrication de tous articles d'habillements., Lot Yasmina N 40.,Mohammedia,33.702852 : -7.372212, 10185,Tribunal de Mohammedia,,Societe a Responsabilite Limitee, 100 000 
MINI MARCHE SKHIRATE, alimentation generale,N/A,N/A,33.852949 : -7.037165, 60271,Tribunal de Rabat, 001525474000051,Societe a Responsabilite Limitee a Associe Unique, 100 000 
HAFED.TEX, confection a l'export,N/A,N/A,35.787711 : -5.819018, 27235,Tribunal de Tanger, 001735418000049,Societe a Responsabilite Limitee, 500 000 
STECA, transaction expertises comptabilite assurances, Avenue Nicolas Paquet,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 3215,Tribunal de Marrakech,,Societe Anonyme, 10 000 
NORD MAROCAIN (AUTOMOBILE DU) (AUTONORMA)," achat, vente, importation, export, representation, location, reparation, entretien, echange de tous camions automobiles", Av De France,Fes,34.004054 : -4.991212, 11742,Tribunal de Fes,,Societe Anonyme, 105 000 
STE DE CONFECTION MAFTAH, fabricant de vetements confectionnes, Hay Mly Abdellah Rue 202 N10,Casablanca,33.5357220535 : -7.59348398049, 67123,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
UMAMETAL (UMAMETAL), vente des produits metalurgiques et materiel de construction, 53 Bd Bir Anzarane,Oujda-Angad,34.677128 : -1.917938, 14541,Tribunal de Oujda,,Societe a Responsabilite Limitee, 200 000 
NOUVELLE DU GARAGE DE GASCOGNE (STE)," creation, exploitation, location, achat, vente de tous garages pour vehicules automobiles, representation de tous vehicules automobiles...", 7 Rue De Gascogne,Meknes,33.893658 : -5.54021, 12202,Tribunal de Meknes,,Societe a Responsabilite Limitee, 900 000 
MATERIAUX DE CONSTRUCTION ET QUINCAILLERIE (MACOQ), materiaux de construction et la quincaillerie, 252-258 Route De Sidi Ouassel,Safi,32.309897 : -9.232274, 4043,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 40 000 
INTER SMOUTH VOYAGES, tenant une agence de voyages, Rue 49 Derb Korea Ndeg 48 1er Etage,Casablanca,33.5676983031 : -7.60210260677, 113299,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
SOCIETE MARRAKECH EXPEDITION 4X4, transport touristique et toutes operations liees directement ou indirectement a l'objet social., Place Al Mouahidine,Ouarzazate (M),30.919091 : -6.903823, 2475,Tribunal de Ouarzazate, 001559830000050,Societe a Responsabilite Limitee, 440 000 
BOS DEVELOPPEMENT INVESTISSEMENT, l'achat et la vente - tarvaux divers - import export, Imm 2 Rue Dit Aoua N 3 1er Etage Agdal,Agdal Riyad (AR),34.015049 : -6.832719999999995, 60519,Tribunal de Rabat, 000043099000036,Societe a Responsabilite Limitee, 100 000 
ASSAL (IMMOBILIERE), ste immobiliere, 8 Rue Carnot,Tanger-Assilah,35.775651 : -5.813578, 6767,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
MOGHREBIENNE FINANCIERE ET COMMERCIALE (UNION) (UMFIC), prise de participation dans toutes operations ou entreprises, 7 Passage Sumica,Casablanca,33.58694440000001 : -7.6111111000000164, 20281,Tribunal de Casablanca,,Societe Anonyme, 10 000 
USINAGE (ATELIERS DE TECHNOLOGIE AVENCEE D') (ATAUS), mecanicien constructeur, Temara Ain Attig Zone Industrielle Echangeur D'autoroute Rab,Rabat,33.929956 : -6.91434, 30061,Tribunal de Rabat,,Societe Anonyme, 180 000 000 
LESCOMPLEKT (STE), entrepreneur de la gestion d'exploitations agricoles, Avenue Des Nations Unies N25,Rabat,33.998104 : -6.84425, 42107,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
YASSIRA TRAVAUX PUBLICS (STE), entrepreneur de travaux divers ou constructions, Rue Oukaimden N37,Rabat,33.996175 : -6.84618, 41269,Tribunal de Rabat,,Societe Anonyme, 100 000 
ASSDREM (ASSDREM), travaux divers, 129 Rue Zaid Ouhmad,Errachidia,31.932153 : -4.424158, 1963,Tribunal de Errachidia,,Societe a Responsabilite Limitee, 60 000 
IRIDIUM (STE) (IRIDIUM), import export, 2 Rue Helsinki Ap 17 Ocean,Rabat,34.020105 : -6.852235, 44195,Tribunal de Rabat,,Societe Anonyme, 100 000 
BARCA VOYAGES, transport de voyages, N 317 Hay Al Wahda,Ouarzazate,30.92993 : -6.902386,,Tribunal de Ouarzazate,,Societe a Responsabilite Limitee, 120 000 
LAINES DU PINGUOIN MAROC, achat vente negoce de tous produits de l'industrie textile, 71 Rue Allal Ben Abdellah,Casablanca,33.59554 : -7.61425, 16301,Tribunal de Casablanca,,Societe Anonyme, 3 200 000 
SUD (REALISATIONS ET MAINTENANCES INDUSTRIELLES DU) (REMAIS)," etude et realisation de tous travaux industriels, maintenance industrielle, chaudronnerie et reparation industrielle et navale, commercialisation...", 107 Av El Kairawan,Laayoune,27.154477 : -13.201796, 1537,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 100 000 
CMFS (CMFS)," marchand de machines, outils et grandes machines, mecanicien constructeur", 22 Rue Ibn Tirnia Abeta,Fes,34.033333 : -5, 17109,Tribunal de Fes,,Societe Anonyme, 100 000 
ANFASSE TRAVAUX, entrp de divers travaux ou construction + foreur de puits avec moteurs mecanique + entrp de la plantation ou l'entretien des jardins," Bloc B, Ndeg13, Saadyene I, Azli",Marrakech,31.623919 : -8.053188, 20077,Tribunal de Marrakech, 001951709000077,Societe a Responsabilite Limitee a Associe Unique, 100 000 
PIERRE DU FOUR, travaux divers et de construction - la promotion immobiliere. - l'exploitation agricole sous toutes formes. - importation et exportation., Quartier El Kindy Bd. Prince Sidi Mohamed Rue 103 Ndeg 5,Nador (M),35.168066 : -2.924048, 6975,Tribunal de Nador, 001728994000061,Societe a Responsabilite Limitee, 100 000 
IMANE (IMPRIMERIE), imprimerie, Groupe Ali Ou Hmad Bd Prince My Abdellah 65bis,Marrakech,31.637286 : -8.002499, 7607,Tribunal de Marrakech, 001636628000073,Societe a Responsabilite Limitee, 1 500 000 
MAROCAINE DE MINES ET DE PRODUITS CHIMIQUES (STE), exploitation de toutes mines et fabricaton de tous produits chimiques, 2 Rue De Sfax,Rabat,34.015049 : -6.832719999999995, 3972,Tribunal de Rabat,,Societe Anonyme, 10 000 000 
MONDIAL JEAN'S, confection tout article en sous traitance, Hay El Oulfa Bloc D Rue 107 Nc,Casablanca,33.546645 : -7.565005, 64885,Tribunal de Casablanca,,Societe Anonyme, 100 000 
NOMIDIA IMMOBILIER, entrp de travaux divers + negociant, 265 Bloc D Maghreb Arabi,Kenitra,34.26406100000001 : -6.578296000000023, 29681,Tribunal de Kenitra,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
ACFAME DE TRAVAUX PUBLICS ET PARTICULIERS (STE), travaux publics et particuliers, 35 Avenue Beni Snassen Souissi,Rabat,33.945393 : -6.872992, 25673,Tribunal de Rabat,,Societe Anonyme, 20 000 
MAROCAINE D'INFORMATIQUE DE FORMATION ET D'ORGANISATION (STE) (SOMIFOR)," enseignements prives, organisation", 25 Rue Des Far,Errachidia,31.932153 : -4.424158, 1621,Tribunal de Errachidia,,Societe Anonyme, 60 000 
ENTRENA TRAVAUX," construction, menuiserie, charpente metalique, equipements, import-export, commerce general et service"," 1, Rue Louh Qa",Laayoune,27.154676 : -13.198489, 2187,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 100 000 
OURDI MED, import-export de produits pharmaceutiques, 67 Bd 16 Novembre Hay Nahda,Khouribga,32.88636 : -6.90526, 43,Tribunal de Khouribga,,Societe Anonyme, 100 000 
MAGHREB II MONOCUISSON (FAIENCE ET CERAMIQUE DU) (FACEMAG II MONOCUISSON), l'etude et realisation d'un complex de fabrication de carreaux et de fiaence et ceramiques, Sidi Maarouf,Casablanca,33.58694440000001 : -7.6111111000000164, 40295,Tribunal de Casablanca,,Societe Anonyme, 4 000 000 
FINANCIERE D'EXPLOITATION CINEMATOGRAPHIQUE (CIE) (COFINEX), entreprise cinematographique sous toutes ses formes, 7 Passage Sumica,Casablanca,33.58694440000001 : -7.6111111000000164, 20887,Tribunal de Casablanca,,Societe Anonyme, 200 000 
MAROCAINE D'EQUIPEMENTS ELECTRO MECANIQUES (STE)," fabrication, commerce, import-export de materiel electrique", 375 Rue Mostapha El Maani,Casablanca,33.58484 : -7.621565, 29455,Tribunal de Casablanca,,Societe Anonyme, 44 000 
LILAS DISTRIBUTION, import-export, Bloc 47 Youssoufia N3,Rabat,33.987556 : -6.807352, 26257,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 
SOLUTEL (SOLUTEL), tenant un bureau d'etude, 159 Bd Yacoub El Mansour,Casablanca,33.5771 : -7.63885, 72753,Tribunal de Casablanca,,Societe Anonyme, 100 000 
I.D SHOP, import export art de bebe bonneterie alimentation et quincailerie, 12 Rue Jedda -ex Thionville Mers Sultan,Casablanca,33.583141 : -7.619579, 140325,Tribunal de Casablanca, 001510110000010,Societe a Responsabilite Limitee, 100 000 
SEBTA (STE IMPORT-EXPORT), import-export, 4 Passage Baysa 1er Etage N10,Tetouan,35.572464 : -5.375723, 1153,Tribunal de Tetouan,,Societe Anonyme, 10 000 
MAROCAINE DE L'ELECTRONIQUE PROFESSIONNELLE ET INDUSTRIELLE (STE), achat vente de pieces detachees electroniques et reparation, 95 Rue Des Faucilles,Casablanca,33.584548 : -7.63303, 38015,Tribunal de Casablanca,,Societe Anonyme, 30 000 
JALAL SKAREB LAIMOUNI JEANS (JSLJ), import export en general, 33 Rue Monastir Appt N9,Casablanca,33.573486 : -7.597966, 96505,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
TRANS BOUREGREG," travaux et constructions : de lotissement, batiments, travaux publics, genie civil, sous - traitance des travaux, voirie, tous corps d'etat, constructions des usines, terrassement, prestations de services, transformation, amenagement, exploitation directe et indirecte de tous immeubles, le transport national et international de marchandises, matieres, terrestre, la prise de participation dans toutes ses formes dans toutes societes et plus generalement, toutes operations commerciales , industrielles, financieres, mobilieres ou immobilieres pouvant se rattacher directement ou indirectement aux objets ci-dessus ou pouvant en faciliter la realisation.", Lot Assafa Lot Le 82 1er Etage,Dar Bouazza,33.3611111 : -7.611388900000065, 168173,Tribunal de Casablanca, 001660365000053,Societe a Responsabilite Limitee, 2 000 000 
BEN AYAD (MEUBLES), commercialisation et importation des meubles, Rue Tarik Ben Ziad N18,Tetouan,35.56913 : -5.3756, 1547,Tribunal de Tetouan,,Societe a Responsabilite Limitee, 150 000 
ALGERO-MAROCAINE (STE MINIERE ET AGRICOLE), etude creation mise en valeur exploitation de toutes entreprises industrielles et agricoles achat vente etude location et apport construction..., 122 Rue Franchet D'esperey,Casablanca,33.58538 : -7.61305, 9163,Tribunal de Casablanca,,Societe Anonyme, 100 000 
CHERIFIENNE D'AVIATION (STE), transports aeriens a la demande et operations accessoires, 81 Rue Colbert,Casablanca,33.59355 : -7.61359, 5723,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
GBO (GBO)," exploitation hotels, restaurants, clubs", Avenue D'espagne Imm Cosab Appt 23,Tanger-Assilah,35.774711 : -5.798233, 6401,Tribunal de Tanger,,Societe Anonyme, 20 000 
ANOUNFEG CONSTRUCTION DE BATIMENT," construction, genie civil, import tous materiaux", Bloc 13 Lot Ec N208 Dakhla,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 6579,Tribunal de Agadir, 001460442000021,Societe a Responsabilite Limitee, 100 000 
GEMMA PUNTO BREAK (GPB), negoce import export et consignateur et loueur de distributeur automatiques," Groupe ""c"" Oued Baht Rue 88 N10 Oulfa",Casablanca,33.5564236661 : -7.67990817114, 97387,Tribunal de Casablanca, 000094449000007,Societe a Responsabilite Limitee, 100 000 
HIRATO (HIRATO), holding financier import-export, 149 Avenue Lalla Yacout Bureaux 73-74,Casablanca,33.589266 : -7.609854, 65061,Tribunal de Casablanca,,Societe Anonyme, 100 000 
STE BRITISH GENERAL INSURANCE COMPANY LTD, assurances incendie vie accidents, 59 Bd De Paris,Casablanca,33.593075 : -7.61941, 2895,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
CAFCAFE, importation et torrefaction du cafe, 84 Allee Sidi Bernoussi Route 110,Casablanca,33.610869 : -7.504093, 92267,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
CADORICIN (STE) (CADORICIN)," achat, vente, fabrication tous produits concernant la parfumerie, l'hygienne en generale tous porduits chimiques pour toutes application", Rue Felix Et Max Guey,Casablanca,33.58694440000001 : -7.6111111000000164, 25021,Tribunal de Casablanca,,Societe Anonyme, 200 000 000 
L'ONESTA (L'ONESTA), import-export de tous produits, Hay Hind Avenue 2 Mars Ain Chock N45,Casablanca,33.544854 : -7.601302, 66071,Tribunal de Casablanca, 001514991000046,Societe Anonyme, 100 000 
MINERAL (STE) (MINERAL)," entpr. de prospections minieres, commercialisation", 52 Rue Mohamed Smiha,Casablanca,33.5931 : -7.608775, 69719,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
CUISIMER (CUISIMER), fabrication et vente de produits alimentaires," 20 Rue Neuf Brisach, Quartier Mers Sultan",Casablanca,33.586848 : -7.615307, 41201,Tribunal de Casablanca,,Societe Anonyme, 7 900 000 
IMMOBIIERE FINANCIERE INDUSTRIELLE ET COMMERCIALE (CIE) (CIFIC)," creation, acquisition, prise a bail, location et l'exploitation de toutes industries, tous commerces ou activites etc", 3 Rue Labas,Casablanca,33.593605 : -7.617865, 17477,Tribunal de Casablanca,,Societe Anonyme, 10 000 
NEW REFRESH PAPIER, vente et achat de vieux cartons et papier destines a largouth, 113 Bd Yacoub El Mansour,Casablanca,33.5771 : -7.63885, 50747,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
ATELIER MAQUETTE A + U (STE), tenant un bureau d'etudes (maquetiste), Rue Bine Al Ouidane Im 4 N11,Rabat,34.006217 : -6.850225, 40929,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
HISPANO MARROQUI DU BATIMENT ALGA (OMNIUM), travaux de batiment, Lot N499 Koudia El Alia,Mohammedia,33.702852 : -7.372212, 1089,Tribunal de Mohammedia,,Societe a Responsabilite Limitee, 100 000 
JANAH TRANSPORTS AGREES (JANAT), transport en commun de marchandises, Rue Mossa Bnou Noussair Q I,Agadir (M),30.417012 : -9.582274, 2133,Tribunal de Agadir,,Societe Anonyme, 5 000 000 
SAFI (TRANSPORTEURS DE), transports automobiles, Place Du R'bat,Safi,32.309897 : -9.232274, 349,Tribunal de Marrakech,,Societe Anonyme, 750 000 
FIDA MULTI SERVICES, negociant, 282 Rue 27 Hay Angrit 20153 Ain Chol,Casablanca,33.5566740234 : -7.59972188943, 150881,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 10 000 
STE COMMERCIALE D'APPARULLAGES AERONAUTIQUES (APERMA), exploitation commerciale de la distribution de materiels se rattachant a l'industrie aeronautique ou a des industries utilisant des tech. simil., Villa Les Alizes Allee Muriers,Casablanca,33.58694440000001 : -7.6111111000000164, 19521,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
YOUSRA DE TRANSACTION IMMOBILIERES ET COMMERCIALES (LA STE), entrepreneur de mecanographie (informatique), 42 Bd Dela Resis Ain Sebaa,Casablanca,33.58911 : -7.603885, 67641,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
BIDAOUI (STE ELECTRICITE EL), materiaux electriques, 24 Zankat Fatima Zehra R'mila,Marrakech,31.6333333 : -8, 7363,Tribunal de Marrakech,,Societe Anonyme, 10 000 
STE TISSIR PRIMAGAZ, commerce de gaz, 139 Bd Moulay Ismail,Casablanca,33.58694440000001 : -7.6111111000000164, 93089,Tribunal de Casablanca, 000035192000028,Societe Anonyme, 505 522 400 
HYNDAI (HYNDAI), marchand effectuant import-export, 108 Rue De Dinant,Casablanca,33.596005 : -7.587815, 75765,Tribunal de Casablanca, 001428440000096,Societe Anonyme, 50 000 
LOCATION DE MATERIELS DE VISITE TECHNIQUE (LOCMAVIS), ste de location de materiels et outillages & exploitation d'agrement de visite technique automobile, Av 28 V Fevrier 1976 Souk Zej,Laayoune,27.163889 : -13.20376, 2335,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 200 000 
CONTINENTALE COMMERCIALE ET INDUSTRIELLE (STE) (COCOMI), toutes operations de commission de courtage de consignation et de distribution, 37 Rue Ait Ba Amrane,Casablanca,33.59483 : -7.60044, 35975,Tribunal de Casablanca,,Societe Anonyme, 10 000 
HAMAMA SECURITE NETTOYAGE, securite surveillance gardinnage jardinage nettoyage interim, Rue 1 N 2 Imm. 44 Diar El Wafa Bournazile,Casablanca,33.576208 : -7.554344, 156613,Tribunal de Casablanca, 000015244000080,Societe a Responsabilite Limitee, 10 000 
MISTER CLEAN, travaux divers et nettoyage, 5 Rue Bucarest Ocean,Rabat,34.02094 : -6.851441, 50491,Tribunal de Rabat, 000095245000049,Societe a Responsabilite Limitee, 2 500 000 
AZUROTO (STE) (AZUROTO), exploitation d'un garage atelier micanique carrosserie automobile achat vene vehicules automobile location, 4 Rue Jules Leon,Casablanca,33.533333 : -7.583333, 25093,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 5 000 
MAILLE (STE TISSU)," exploitant un etablissement industriel pour la fabrication de tissu et vetements confectionnes,", Rue Ibn Abi Zaraa N1 Les Orangers,Rabat,34.020022 : -6.840527, 29253,Tribunal de Rabat, 001554004000018,Societe Anonyme, 7 000 000 
AMILIAS IMPORT-EXPORT, import-export, Mandar El Jamil Rue 64 N25,Tanger-Assilah,35.75819955 : -5.800454211, 7823,Tribunal de Tanger,,Societe a Responsabilite Limitee, 20 000 
VEGMA," marchand machine, outils industriels, marchand effectuant import-export", Bloc 24 N33,Casablanca,33.533333 : -7.583333, 94975,Tribunal de Casablanca, 000518201000047,Societe a Responsabilite Limitee, 100 000 
LUBRIFICATION ET CHIMIE (STE. MAROCAINE DE) (SOMALUC), fabrication de produits chimique, 11 Rue De Terves,Casablanca,33.58861 : -7.61878, 93339,Tribunal de Casablanca, 000529138000016,Societe Anonyme, 1 000 000 
TRANSATLANTIC CASABLANCA COMPANY," toutes operations commerciales, financieres, mobilieres ou immobilieres", 11 Rue Caporal Beaux,Casablanca,33.588715 : -7.61156, 27705,Tribunal de Casablanca,,Societe Anonyme, 10 000 
HINAYA SAFI, import export, 14bis Route Sidi Bouzid,Safi,32.309897 : -9.232274, 711,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000 
