Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,URL,Capital
FORTRADE (FORTRADE)," import et distribution d'additifs alimentaires, pharmaceutiques, cosmetiques et chimiques"," 57 Bis, Boulevard Du 9 Avril Palmier",Casablanca,33.58198 : -7.63115,78069.0,Tribunal de Casablanca,1532734000068.0,Societe a Responsabilite Limitee,societe-fortrade-70261, 2 500 000 
LAMATEM, production d'article et de textile medical -la fabrication de vetements etablissement industriel," 8, Oumayma Saih, Residence Lina, Etage 5, Appt Ndeg7",Casablanca,33.587203 : -7.638294,362233.0,Tribunal de Casablanca,1697592000038.0,Societe a Responsabilite Limitee,societe-lamatem-725415, 34 500 000 
STE MAGHREBINE DU SUD FLEUR GAZ (SOMASUD), marchand de gaz comprime en gros, Km 4 Route De Sefrou Mont Fleury 2 Route 302,Fes-Medina (AR),34.013963 : -4.981927,15451.0,Tribunal de Fes,1539114000080.0,Societe a Responsabilite Limitee,societe-ste-maghrebine-du-sud-fleur-gaz-28270, 14 500 000 
FINANCECOM, gestion de portes feuilles - service financier," 81-83, Avenue De L'armee Royale, 14eme Etage",Casablanca,33.57356 : -7.55212,35433.0,Tribunal de Casablanca,1524939000043.0,Societe Anonyme,societe-financecom-61602, 210 000 000 
ENTREPRISE BOUYACHTAT, travaux routier voirie et assainissement," 26, Bd. Chefchaouni",Fes-Medina (AR),34.04278 : -4.996745,18923.0,Tribunal de Fes,1529440000057.0,Societe a Responsabilite Limitee a Associe Unique,societe-entreprise-bouyachtat-82572, 40 000 000 
STE AMINE DE TRANSFORMATION DE PRODUITS AGRICOLES (AMINE TRAPROD)," usine a tritures, fabrication de conserves alimentaires, marchand de graines, fourages oleogineuse, le transport routier de mses en tous genres pour le comtpe de la ste ou pour le compte d'autrui, import/export", Lot 42 Lotis Al Ouafae Q.i Bensouda,Fes,34.0158670276 : -5.05855533362,16209.0,Tribunal de Fes,1536214000004.0,Societe a Responsabilite Limitee a Associe Unique,societe-ste-amine-de-transformation-de-produits-agricoles-26353, 12 000 000 
STE STAR DE NEGOCE ET DE DISTRIBUTION, commerce de produits alimentaires, 50 Rue Karatchi,Casablanca,33.59359 : -7.60571,59897.0,Tribunal de Casablanca,1514803000078.0,Societe a Responsabilite Limitee a Associe Unique,societe-ste-star-de-negoce-et-de-distribution-50802, 2 200 000 
KSG GROUP, promoteurs immobiliers," Rahma Gh1-rdc Imm 7, Dar Bouazza",Nouaceur (M),33.3611111 : -7.611388900000065,57699.0,Tribunal de Casablanca,205059000070.0,Societe a Responsabilite Limitee a Associe Unique,societe-ksg-group-49052, 100 000 
TOP NEGOCE, negoce - commerce de produits chimiques," 8, Rue Abou Bakr Bnou Koutia Oukacha",Casablanca,33.605493 : -7.559159,52665.0,Tribunal de Casablanca,102763000084.0,Societe a Responsabilite Limitee,societe-top-negoce-53627, 10 000 000 
PNEUMATIQUE ROCAMORA, commerce de pneumatiques, 159-161-163 Bd Moulay Ismail Roches Noires,Assoukhour Assawda (AR),33.59822 : -7.58306,60691.0,Tribunal de Casablanca,205070000064.0,Societe a Responsabilite Limitee,societe-pneumatique-rocamora-48212, 10 000 000 
STE MAROCAINE DE DISTRIBUTION ET DE TRANSPORT DES MARCHANDISES ET DES MESSAGERIES (SDTM ), transport de marchandises et de messageries," 12, Rue Khalich Mohamed, (ex Rue Larys Serger)",Casablanca,33.589521 : -7.600375,83935.0,Tribunal de Casablanca,518158000044.0,Societe Anonyme,societe-ste-marocaine-de-distribution-et-de-transport-des-marchandises-et-des-messageries-78164, 53 789 200 
LEXINTA-SERVICE," - l'acquisition, la location, l'exploitation de stations services ; - l'acquisition, la location, l'exploitation de tout lieu d'hebergement sous forme d'hotel, de motel ou toute autre activite sous forme d'etablissement de restauration et de cafe ; - l'exploitation de boutique a usage de vente en detail de tous produits ; - la reparation et la vente des engins et materiels automobiles ou mecaniques a usage agricole, industriel ou commercial, du materiel d'injection et de l'equipement electrique automobile ; - la creation, l'acquisition, l'exploitation directe ou indirecte, la prise a bail, la location ou la sous - location gerance de tous immeubles etablissements industriels et commerciaux, fonds de commerce et locaux necessaires a l'activite de la societe ; - l'achat de terrains, l'exploitation, la prise a bail et la construction de tous batiments necessaires a son objet social ; - l'acquisition l'obtention, la representation, la concession et l'exploitation, sous toutes ses formes, pour le compte exclusif de la societe, de tous brevets, marques. enseignes, licences et procedes, tant marocains qu'etrangers, se rattachant d'une maniere quelconque a l'un des objets precites ; - la prise d'interets par voie d'apport de fusion, de souscription et la participation directe ou indirecte par tous moyens a toutes societes creees ou a creer, entreprises ou autres ayant un objet similaire ou connexe ; - et generalement, toutes operations commerciales, industrielles techniques, financieres, mobilieres ou immobilieres, pouvant se rattacher directement ou indirectement en totalite ou en partie, a l'objet social ou susceptibles de permettre la realisation ou le developpement des activites de la societe.", Route Nationale Ndeg 11 Vers Marrakech,Casablanca,33.533333 : -7.583333,258405.0,Tribunal de Casablanca,82516000061.0,Societe a Responsabilite Limitee,societe-lexinta-service-333909, 40 000 000 
MAGDIL, la promotion immobiliere," Lotissement La Colline I, Rue 5, Ndeg 28, Californie , Ain Chock",Ain-Chock (AR),33.532723 : -7.617047,334057.0,Tribunal de Casablanca,229182000007.0,Societe a Responsabilite Limitee a Associe Unique,societe-magdil-325580, 5 000 000 
CAMPEZO," l'exploitation de centrales d'asphalte et de beton, ainsi qu'acquerir, exploiter, rehabiliter et gerer tout type de carriere. la fabrication, vente et commercialisation de produits chimiques, en particulier ceux lies a l'asphalte, comme impermeabilisant, emulsions ou additifs, ainsi que la commercialisation de produits industriels en general, machinerie, vente d'additifs et representations qu'elles soient commerciales, industrielles ou de services. et plus generalement, toutes operations financieres, mobilieres ou immobilieres se rattachant directement ou indirectement aux activites ci - dessus enoncees, ou susceptibles de favoriser le developpement de la societe."," Lot Belle Vue, Rue Ait Baha, Ndeg 40",Rabat,34.015049 : -6.832719999999995,99623.0,Tribunal de Rabat,46196000031.0,Societe a Responsabilite Limitee a Associe Unique,societe-campezo-377997, 20 000 000 
ALSA CITY AGADIR," a/ la gestion deleguee du service public de transport collectif de personne par autobus. b/ la gestion des activites connexes ou complementaires au service public autorisees par le delegant. c/ l'exploitation des espaces disponibles sur les equipements du reseau ainsi que sur les autobus a des fins de publicite pour le compte propre ou pour le compte de tiers, dans le respect de la legislation et de la reglementation applicable a l'affichage sur la voie publique, suivant l'autorisation du delegant"," Local De L'ex-ratag, Rue Tahran-quartier Industriel",Agadir (M),30.417154 : -9.585691,19165.0,Tribunal de Agadir,76259000026.0,Societe Anonyme,societe-alsa-city-agadir-271076, 20 000 000 
UNIVERS MOTORS DISTRIBUTION, importation et distribution de voitures, Ndeg 60 Avenue Pasteur Belvedere,Casablanca,33.59746 : -7.594155,93015.0,Tribunal de Casablanca,1537195000095.0,Societe Anonyme,societe-univers-motors-distribution-93081, 300 000 
W B MEDIA," - la publicite, le conseil, la communication et le marketing ; - le negoce sous toutes ses formes, le conseil, la conception, la realisation, le suivi, la formation de tous documents, supports et/ou concepts de communication, utilisant toutes techniques evoluees, actuelles ou a voir ; - creation, developpement, achat, vente d'espace publicitaire et creation graphiques ainsi que le conseil en vente, strategie commerciale et marketing."," 193, Angle Bd De La Resistance Et Rue Hammad Araouia",Casablanca,33.58409 : -7.60942,251941.0,Tribunal de Casablanca,204388000048.0,Societe a Responsabilite Limitee,societe-wb-media-327947, 1 000 000 
ENTREPRISE CHERRARDA DE CONSTRUCTION (ENCEC), entrepreneur de travaux divers ou constructions," 51 Bis, Rue Aguelmane Sidi Ali Ndeg12, Agdal",Agdal Riyad (AR),34.015049 : -6.832719999999995,42247.0,Tribunal de Rabat,1535910000064.0,Societe a Responsabilite Limitee,societe-entreprise-cherrarda-de-construction-22621, 10 000 000 
STE CONSTRUCTION ET TRAVAUX ROUTIERS (CTR), travaux de construction de batiments et travaux publics, Lotissement Narjis Av Ibn Zaraa Bp 1378 Tanger,Tanger-Assilah,35.7666667 : -5.7999999999999545,13707.0,Tribunal de Tanger,1626755000088.0,Societe a Responsabilite Limitee,societe-ste-construction-et-travaux-routiers-94167, 37 000 000 
SAINT GOBAIN ABRASIFS, distribution de la gamme abrasifs du groupe saint gobain, Av Mly Ismail Route De Rabat Ain Sebaa 20250,Ain-Sebaa (AR),33.58694440000001 : -7.6111111000000164,97059.0,Tribunal de Casablanca,1450524000087.0,Societe Anonyme,societe-saint-gobain-abrasifs-98122, 3 454 054 
ATLANTIC DREDGING MAROC," l'etude, la conception et la realisation de projets, de dragage et de constructions marines, qu'ils soient portuaires, en offshore, fluviaux ou dans des retenues, des barrages, des lacs, ou similaires. - l'extraction, la mise en depot et la vente de toute sorte de produits de dragage. - les etudes et les travaux de bathymetrie, d'hdrographie, de geophysique et de geotechnique. - l'acquisition, la location, le leasing la gestion et l'operation de tous types de bateaux, de vaisseaux ou d'engins flottants, en relation directe ou indirecte avec ces activites. - tous travaux ousevices portuaires ou maritimes tels que le remorquage, la manutention, le transport, le nettoyage, la gestion de calle seche, l'enlevement d'epaves, la pose de corps morts, ou similaires. et plus generalement toutes operation commerciales, financieres, industrielles, mobilieres et immobilieres se rattachant directement ou indirectement - aux objets ci - dessus ou a tout autre objet similaire ou connexe, ou susceptible d'en favoriser le developpement sous quelque forme que ce soit."," Villa Cosoc Joyol, 56 Rue Ahmed Elcharci, Quartier Racine,",Casablanca,33.59249 : -7.64806,218787.0,Tribunal de Casablanca,81545000088.0,Societe Anonyme,societe-atlantic-dredging-maroc-273933, 47 000 000 
LAFARGE CIMENTS SAHARA," 1- la fabrication, le transport, la vente, l'importation, l'exportation, le commerce et le negoce, de maniere directe ou par voie de gerance libre, des liants hydrauliques comme aussi de tous produits, materiaux, articles et objets, ci-apres les produits pouvant etre employes dans toute entreprise de construction, de travaux publics et prives, et specialement, l'exploitation d'une station de broyage de ciment. 2- l'exploitation de carrieres par l'extraction de produits naturels pouvant servir a la fabrication de produits cites ci-dessus l'etude, la mise au point et la realisation de tous projets industriels, miniers, commerciaux et financiers se rattachant a la fabrication des produits ci-dessus. 3- l'achat a l'importation ou sur le marche local en vue de leur revente, de tous produits, materiaux outillages et equipements susceptibles d'etre utilises dans toutes activites du batiment, des travaux publics et toute entreprise de construction. 4- l'acquisition et l'exploitation de tous brevets et licences pouvant servir a la fabrication, a la commercialisation ou a l'utilisation des produits fabriques ou vendus. 5- la creation, gestion et developpement de reseaux de distribution ou de fabrication de materiaux de construction sous enseigne, franchise ou concession. 6- l'acquisition et la vente de tous immeubles batis ou non batis, leur mise en valeur eventuelle par tous travaux et l'edification de toute construction, et plus generalement toute activite de promotion immobiliere. 7- la prise de participation dans toute entreprise ayant des activites similaires ou connexes. 8- et plus generalement, effectuer toutes operations commerciales, industrielles, financieres, mobilieres et immobilieres qui pourraient se rattacher directement ou indirectement a l'un quelconque des objets de la societe et susceptibles de favoriser son essor et son developpement."," Immeuble Ould Errachid, Bd Lala Yacout, 3eme Etage, Appartement Ndeg 3",Laayoune,27.160741 : -13.201523,19393.0,Tribunal de Laayoune,1711645000071.0,Societe Anonyme Simplifiee,societe-lafarge-ciments-sahara-476920, 300 000 
FANDI PREFA," travaux divers publics ou prives et la promotion immobiliere, fabricant, d'agglomeres de ciment, briques et tuiles (paves - les bordures - buses ) loueur de vehicules et des engins, md de materiaux de. construction et droguerie en detail, tous travaux de construction de batiment a usage industriel, commercial ou usage mixte et travaux publics (btp), travaux de plantation des parcs et jardins et des espaces verts, travaux de lotissement viabilisations et reseaux divers (vrd), travaux de nivellement, de terrassement, de revetement, d'etancheite et generalement tous", Dr Ain Dadda Saada Rte D'agadir Km 1,Marrakech,31.628498 : -8.102441,48837.0,Tribunal de Marrakech,224765000053.0,Societe a Responsabilite Limitee a Associe Unique,societe-fandi-prefa-315410, 50 000 000 
ALF SEBOU, marchand de provendes ou aliments composes ou autres produits pour la l'alimentation des animaux.- commerce et stockage de cereales et legumineuses..-transport de marchandises, 63 Angle Rue Mohammed Amraoui Et Rue Sebta Bloc B Bur N 17.,Kenitra (M),34.257751 : -6.582743,42937.0,Tribunal de Kenitra,1732380000013.0,Societe a Responsabilite Limitee a Associe Unique,societe-alf-sebou-434950, 10 000 000 
L'ASSIETTE NORDIQUE, importation et distribution de poisson (saumon fume)," Quartier Plateau Extension, 13, Rue Des Ramiers",Casablanca,33.566748 : -7.643079,201737.0,Tribunal de Casablanca,81024000090.0,Societe Anonyme,societe-l-assiette-nordique-260647, 20 000 000 
DELFINGEN MA-TANGER, production de cablages et faisceaux electriques embarques.," Lot 8 , Module 2 Et 3 Zone Franche D'exportation",Tanger-Medina (AR),35.718396 : -5.914545,21169.0,Tribunal de Tanger,226191000060.0,Societe a Responsabilite Limitee a Associe Unique,societe-delfingen-ma-tanger-137923, 20 704 200 
PHARMAVET MAROC," l'achat, la vente, la fabrication, l'importation, l'exportation, la commercialisation de tous produits medicamenteux a usage veterinaire, ainsi que toutes les matieres premieres, vaccins, serums, accessoires necessaires ou complementaires aux produits veterinaires et l'elevage en general toutes operations de quelque nature contribuant la realisation de cet objet : la representation, commerciale de tous produits et articles ; l'importation de 'materiels et produits necessaires a l'exploitation.", Lot 349-350 Parc Industriel Sapino,Nouaceur (M),33.533333 : -7.583333,247495.0,Tribunal de Casablanca,61208000070.0,Societe Anonyme,societe-pharmavet-maroc-316326, 13 417 400 
TIKIDA DUNES, hotels et residences., Chemin Des Dunes Secteur Touristique,Agadir (M),30.407018 : -9.598542,2171.0,Tribunal de Agadir,231735000043.0,Societe Anonyme,societe-tikida-dunes-32550, 75 000 000 
IMMOLOG, promoteur a la construction d'immeubles, Km 7 Route De Rabat Ain Sebaa,Ain-Sebaa (AR),33.609434 : -7.519515,144759.0,Tribunal de Casablanca,35615000053.0,Societe Anonyme,societe-immolog-165795, 550 000 000 
